x	y
5981.488	0.079
5981.488	0.079
6019.570	0.078
6038.734	0.078
6038.734	0.078
6057.171	0.078
6057.171	0.078
6057.171	0.077
6095.007	0.077
6095.007	0.077
6107.940	0.077
6107.940	0.077
6126.583	0.077
6185.218	0.076
6204.838	0.076
6204.838	0.076
6204.838	0.075
6204.838	0.075
6224.597	0.075
6243.607	0.075
6243.607	0.075
6243.607	0.074
6256.845	0.074
6256.845	0.074
6256.845	0.074
6276.770	0.074
6276.770	0.074
6276.770	0.074
6290.010	0.074
6309.214	0.074
6314.625	0.073
6334.729	0.073
6354.069	0.073
6354.069	0.073
6373.464	0.073
6373.464	0.073
6392.923	0.073
6392.923	0.072
6392.923	0.072
6413.276	0.072
6432.856	0.072
6432.856	0.072
6452.491	0.072
6472.191	0.072
6472.191	0.071
6491.947	0.071
6511.768	0.071
6511.768	0.071
6532.423	0.071
6532.423	0.071
6532.423	0.071
6553.231	0.070
6553.231	0.070
6553.231	0.070
6553.231	0.070
6553.231	0.070
6567.125	0.070
6567.125	0.069
6587.176	0.069
6588.608	0.070
6607.282	0.069
6607.282	0.069
6627.455	0.069
6627.455	0.069
6648.554	0.069
6648.554	0.069
6669.644	0.069
6669.644	0.068
6690.883	0.068
6690.883	0.068
6711.317	0.068
6711.317	0.068
6711.317	0.067
6731.796	0.067
6731.796	0.067
6746.080	0.067
6766.671	0.067
6766.671	0.067
6781.029	0.067
6781.029	0.067
6801.727	0.067
6801.727	0.066
6816.081	0.066
6837.781	0.066
6859.555	0.066
6859.555	0.066
6881.394	0.066
6881.394	0.066
6903.233	0.065
6947.258	0.065
6961.914	0.065
6961.914	0.064
6997.980	0.064
7020.266	0.064
7041.693	0.064
7041.693	0.063
7064.118	0.063
7064.118	0.063
7085.679	0.063
7108.156	0.062
7108.156	0.062
7123.238	0.062
7123.238	0.062
7123.238	0.062
7145.922	0.062
7161.079	0.062
7161.079	0.061
7176.273	0.061
7199.037	0.061
7199.037	0.061
7221.017	0.061
7221.017	0.061
7243.058	0.061
7243.058	0.061
7266.123	0.061
7266.123	0.060
7288.301	0.060
7288.301	0.060
7310.553	0.060
7355.256	0.060
7355.256	0.060
7377.706	0.060
7377.706	0.060
7401.200	0.059
7424.677	0.059
7424.677	0.059
7448.321	0.059
7448.321	0.059
7472.034	0.059
7494.847	0.059
7494.847	0.059
7518.621	0.058
7529.458	0.058
