0.325431,4.17606
0.357711,4.66338
0.377579,5.01937
0.420648,5.40306
0.462339,5.71009
0.508174,6.14642
0.573828,6.61642
0.647964,7.12235
0.751688,7.66734
0.837389,7.95575
0.920362,8.25481
1.05333,8.56573
1.18936,8.88814
1.34296,9.22269
1.5579,9.7477
1.75905,9.93052
1.95951,9.93241
2.30389,10.1194
2.5665,10.309
2.89787,10.5023
3.18493,10.6988
3.64491,10.7013
4.17142,10.9023
4.77376,10.7064
5.39012,10.9072
6.25221,10.7115
7.0593,10.7138
7.9702,10.3296
8.87847,10.3316
10.2982,9.96152
11.0168,9.9627
12.6076,9.78371
14.2344,9.43285
16.5111,9.26359
18.6416,8.93138
21.047,8.61109
23.7628,8.30228
27.1927,7.85905
30.7015,7.57721
33.7412,7.44054
38.0941,7.04315
43.5936,6.79073
49.2176,6.42805
55.567,6.08473
63.5892,5.86666
70.8307,5.5532
79.9722,5.4533
90.2871,5.06809
101.937,4.88634
115.088,4.62537
128.194,4.37823
144.732,4.14439
165.623,3.92313
186.99,3.7136
211.113,3.51526
238.348,3.32752
265.498,3.20811
