0.614035087719 354.545454545 50.
1.84210526316 256.304985337 50.
3.0701754386 156.598240469 50.
4.29824561404 92.082111437 50.
5.52631578947 77.4193548387 50.
6.75438596491 128.739002933 50.
7.98245614035 29.0322580645 50.
9.21052631579 86.2170087977 50.
10.4385964912 12.9032258065 50.
11.6666666667 14.3695014663 50.
12.8947368421 136.070381232 50.
14.1228070175 -41.348973607 50.
15.350877193 89.1495601173 50.
16.5789473684 -23.7536656891 50.
17.8070175439 4.10557184751 50.
19.0350877193 -25.219941349 50.
20.2631578947 89.1495601173 50.
21.4912280702 24.633431085 50.
22.7192982456 53.9589442815 50.
23.9473684211 78.8856304985 50.
25.0877192982 11.4369501466 50.
26.3157894737 97.9472140762 50.
27.5438596491 -53.0791788856 50.
28.7719298246 7.03812316716 50.
30 8.50439882698 50.
31.2280701754 11.4369501466 50.
32.4561403509 -25.219941349 50.
33.6842105263 -25.219941349 50.
34.9122807018 17.3020527859 50.
36.1403508772 27.5659824047 50.
37.3684210526 56.8914956012 50.
38.5964912281 33.431085044 50.
39.8245614035 115.542521994 50.
41.0526315789 99.4134897361 50.
42.3684210526 62.7565982405 50.
43.5087719298 15.8357771261 50.
44.7368421053 93.5483870968 50.
45.9649122807 37.8299120235 50.
47.1929824561 46.6275659824 50.
48.4210526316 30.4985337243 50.
