x	y
5.213e5	0.019
5.213e5	0.019
5.213e5	0.019
5.246e5	0.019
5.262e5	0.018
5.279e5	0.018
5.295e5	0.018
5.311e5	0.018
5.328e5	0.018
5.379e5	0.018
5.379e5	0.018
5.379e5	0.018
5.379e5	0.018
5.391e5	0.018
5.436e5	0.018
5.452e5	0.018
5.469e5	0.018
5.486e5	0.018
5.503e5	0.018
5.538e5	0.017
5.538e5	0.017
5.538e5	0.017
5.571e5	0.017
5.624e5	0.017
5.624e5	0.017
5.659e5	0.017
5.732e5	0.017
5.732e5	0.017
5.732e5	0.017
5.749e5	0.017
5.761e5	0.016
5.780e5	0.016
5.797e5	0.016
5.815e5	0.016
5.833e5	0.016
5.851e5	0.016
5.887e5	0.016
5.901e5	0.016
5.950e5	0.016
5.951e5	0.016
5.988e5	0.016
6.006e5	0.016
6.024e5	0.016
6.024e5	0.016
6.024e5	0.016
6.024e5	0.016
6.042e5	0.015
6.043e5	0.016
6.043e5	0.016
6.043e5	0.016
6.043e5	0.016
6.055e5	0.015
6.087e5	0.015
6.087e5	0.015
6.087e5	0.015
6.087e5	0.015
6.106e5	0.015
6.106e5	0.015
6.125e5	0.015
6.125e5	0.015
6.143e5	0.015
6.145e5	0.015
6.145e5	0.015
6.156e5	0.015
6.156e5	0.015
6.156e5	0.015
6.156e5	0.015
6.158e5	0.015
6.176e5	0.015
6.176e5	0.015
6.196e5	0.015
6.196e5	0.015
6.196e5	0.015
6.215e5	0.015
6.215e5	0.015
6.228e5	0.015
6.228e5	0.015
6.228e5	0.015
6.247e5	0.015
6.247e5	0.015
6.267e5	0.015
6.306e5	0.015
6.306e5	0.015
6.306e5	0.015
6.320e5	0.015
6.320e5	0.015
6.333e5	0.015
6.333e5	0.015
6.353e5	0.015
6.386e5	0.014
6.400e5	0.014
6.400e5	0.014
6.413e5	0.014
6.413e5	0.014
6.427e5	0.014
6.427e5	0.014
6.467e5	0.014
6.467e5	0.014
6.488e5	0.014
6.508e5	0.014
6.528e5	0.014
6.528e5	0.014
6.548e5	0.014
6.548e5	0.014
6.562e5	0.014
6.582e5	0.014
6.582e5	0.014
6.602e5	0.014
6.602e5	0.014
6.602e5	0.014
6.622e5	0.014
6.642e5	0.014
6.642e5	0.014
6.664e5	0.014
6.664e5	0.014
6.664e5	0.014
6.685e5	0.014
6.685e5	0.014
6.705e5	0.014
6.727e5	0.014
6.748e5	0.014
6.748e5	0.014
6.768e5	0.014
6.790e5	0.014
6.790e5	0.014
6.804e5	0.013
6.848e5	0.013
6.848e5	0.013
6.848e5	0.013
6.869e5	0.013
6.869e5	0.013
6.883e5	0.013
6.883e5	0.013
6.898e5	0.013
6.942e5	0.013
6.942e5	0.013
6.956e5	0.013
6.956e5	0.013
6.956e5	0.013
6.978e5	0.013
7.000e5	0.013
7.015e5	0.013
7.037e5	0.013
7.052e5	0.013
7.052e5	0.013
7.052e5	0.013
7.065e5	0.013
7.074e5	0.013
7.074e5	0.013
7.096e5	0.013
7.096e5	0.013
7.141e5	0.013
7.164e5	0.013
7.164e5	0.013
7.186e5	0.013
7.186e5	0.013
7.201e5	0.013
7.223e5	0.013
7.246e5	0.012
7.269e5	0.012
7.292e5	0.012
